250.3595941	-14.39644513
101.5272097	96.57197355
175.7726362	97.08717173
250.0180627	97.60236992
324.2634892	98.1175681
398.5089157	98.63276628
101.1856784	208.5707886
175.4311049	209.0859868
249.6765314	209.601185
323.9219579	210.1163831
398.1673844	210.6315813
26.5987205	320.0544055
100.844147	320.5696036
175.0895735	321.0848018
249.335		321.6
323.5804265	322.1151982
397.825853	322.6303964
472.0712795	323.1455945
219.5002169	366.1934467
100.5026156	432.5684187
174.7480421	433.0836169
248.9934686	433.598815
323.2388951	434.1140132
397.4843216	434.6292114
100.1610843	544.5672337
174.4065108	545.0824319
248.6519373	545.5976301
322.8973638	546.1128283
397.1427903	546.6280265
248.3104059	657.5964451
